section,gene,n_spot,r_full,dg,crg,drg
C1,STARD10,174,0.19981878463378444,0.11427996379043928,0.11070879470933638,0.10850187489407213
C1,STARD3,174,0.32040315300635047,0.15997075226446186,0.2183450152167942,0.15529259986714558
C1,TAGLN2,174,0.16935814244294486,0.05454819071239512,0.10766944778626561,0.051792397836187956
C1,TAPBP,174,-0.06795202541543718,-0.08073533136862057,-0.0778273399180593,-0.09253683859861461
C1,TIMP1,174,-0.08200756075129789,0.016434026455466936,0.06779680233957965,0.0864032875859111
C1,TPT1,174,0.29584736751454666,-0.020060769028023166,0.20188324995333565,0.005375016749792947
C1,TSPO,174,0.28972287914722716,0.1293135327775724,0.20773385449098367,0.1304893434079912
C1,TUBA1B,174,0.4032016517864758,0.06506793774102367,0.31954134200842443,0.12544792945980812
C1,TUBB,174,0.333933651424488,-0.08860113819221255,0.2784563560787717,-0.04495456557586854
C1,UBC,174,0.14807419291455168,-0.013843109557131902,0.11318889078060558,-0.0155566221738019
C1,UBE2M,174,0.2601005318231035,0.00465227850390938,0.09563295046298693,-0.028596796834298378
C1,XBP1,174,0.21865507522503583,-0.10091367148865471,0.18464183528605474,-0.014617962533158353
C1,ZYX,174,-0.028106483863605404,0.028201899307265313,-0.01779610500716859,0.011672213173380252
